3.33, 2.64
3.44, 2.86
3.24, 2.78
3.16, 2.84
3.34, 3.15
3.42, 3.05
3.44, 2.98
3.52, 2.88
3.05, 2.52
3.04, 2.8
3, 2.62
3, 2.43
2.98, 2.54
3.01, 2.58
3.14, 2.74
3.18, 2.69
2.19, 1.81
2.3, 2.02
2.22, 1.7
2.18, 1.86
2.24, 1.91
2.26, 1.86
2.28, 1.84
2.39, 1.95
1.31, 1.06
1.54, 1.2
1.47, 0.99
1.52, 1.09
1.5, 1.1
1.52, 1.05
1.36, 1.06
1.45, 0.83
0.45, 0.33
0.66, 0.47
0.64, 0.49
0.7, 0.56
0.59, 0.45
0.75, 0.52
0.64, 0.53
